id_control,fecha_control,dependencia,region,controles_realizados,anomalías_detectadas,personal_asistentes,legajo,dni,apellido,nombre,fecha_nacimiento,edad,jerarquia,fecha_ingreso,antiguedad_anios,estado_funcionario,telefono,observacion_funcionario,tipo_arma,marca_arma,nro_arma,estado_arma,observacion_arma,fecha_asignacion_arma,fecha_devolucion_arma
98,2025-01-01,Departamental Nº 4 Zona Oeste (La Banda),La Banda,5.0,1.0,6.0,LEG0098,44123778,López,Ana,1993-02-12,32.0,Agente,2023-07-15,2.0,Activo,,En licencia médica,Escopeta,IWI,ARM-00098,Operativa,,2024-11-25,
99,2025-02-21,Departamental Nº 3 Zona Sur (Capital),Capital,10.0,0.0,5.0,LEG0099,22592536,Fernández,Ana,1980-06-27,45.0,Agente,2016-07-28,9.0,Activo,3855-XXXXXX,,Pistola,IWI,ARM-00099,En mantenimiento,,2024-05-03,
100,2024-10-26,Departamental Nº 12 Quimilí,Quimilí,6.0,0.0,1.0,LEG0100,38001960,López,Ana,1984-05-25,41.0,Oficial Ayudante,2014-09-12,11.0,Activo,3854-XXXXXX,,Escopeta,IWI,ARM-00100,Operativa,Desgaste en cañón,2023-11-07,
101,2025-01-26,Departamental Nº 2 Zona Centro (Capital),Capital,3.0,2.0,,LEG0101,29693374,López,Laura,1997-02-27,28.0,Oficial Sub-Inspector,2012-05-04,13.0,Activo,3855-XXXXXX,En licencia médica,Pistola,Remington,ARM-00101,Fuera de servicio,Desgaste en cañón,2024-12-07,2026-12-05
102,2025-09-16,Departamental Nº 9 Loreto,Loreto,6.0,1.0,6.0,LEG0102,36530109,López,Carlos,1991-07-26,34.0,Sub-Comisario,2022-08-02,3.0,Activo,,,Pistola,Remington,ARM-00102,En mantenimiento,,2024-09-08,2026-08-22
103,2025-01-23,Departamental Nº 9 Loreto,Loreto,8.0,0.0,4.0,LEG0103,39720511,Pérez,Sofía,1965-01-27,60.0,Cabo,2010-09-22,15.0,Activo,,En licencia médica,Pistola,Remington,ARM-00103,En mantenimiento,,2024-01-26,
104,2024-10-29,Departamental Nº 13 Añatuya,Añatuya,4.0,2.0,3.0,LEG0104,37753649,Rodríguez,José,1994-08-30,31.0,Agente,2022-07-26,3.0,Activo,3855-XXXXXX,Próximo a retiro,Escopeta,Bersa,ARM-00104,Operativa,Desgaste en cañón,2024-03-13,
105,2025-08-21,Departamental Nº 8 Fernández,Fernández,7.0,1.0,3.0,LEG0105,33136003,Martínez,Luis,1967-02-06,58.0,Agente,2022-08-06,3.0,Activo,,En licencia médica,Pistola,Bersa,ARM-00105,Operativa,,2024-08-15,
106,2025-02-05,Departamental Nº 6 Las Termas,Las Termas,3.0,0.0,1.0,LEG0106,42901602,Sánchez,Carlos,1976-07-20,49.0,Cabo Primero,2017-09-01,8.0,Activo,,,Pistola,Remington,ARM-00106,Operativa,Desgaste en cañón,2024-07-02,
107,2024-11-06,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,4.0,0.0,8.0,LEG0107,44509968,Sánchez,José,1968-01-08,57.0,Cabo,2022-09-23,3.0,Activo,,En licencia médica,Fusil,Bersa,ARM-00107,Fuera de servicio,,2024-03-30,
108,2025-10-24,Departamental Nº 8 Fernández,Fernández,9.0,1.0,7.0,LEG0108,29590446,Fernández,Ana,1975-04-06,50.0,Agente,2020-04-18,6.0,Activo,,En licencia médica,Pistola,Bersa,ARM-00108,Operativa,,2025-07-05,
109,2025-02-24,Departamental Nº 15 Ojo de Agua,Ojo de Agua,7.0,0.0,7.0,LEG0109,41752261,Rodríguez,Ana,1977-02-20,48.0,Sargento,2018-08-22,7.0,Activo,3854-XXXXXX,Próximo a retiro,Pistola,Bersa,ARM-00109,Operativa,,2024-05-13,
110,2024-11-02,Departamental Nº 5 Zona Este (La Banda),La Banda,4.0,1.0,2.0,LEG0110,28348022,Díaz,José,1969-08-01,56.0,Oficial Sub-Inspector,2019-08-02,6.0,Activo,3854-XXXXXX,Próximo a retiro,Fusil,IWI,ARM-00110,Operativa,,2024-03-23,
111,2025-09-07,Departamental Nº 16 Los Flores (Capital),Capital,6.0,0.0,8.0,LEG0111,36455442,Romero,Ana,2004-04-20,21.0,Sargento Ayudante,2017-02-19,9.0,Activo,3855-XXXXXX,En licencia médica,Pistola,Remington,ARM-00111,Operativa,,2025-04-05,
112,2025-05-02,Departamental Nº 4 Zona Oeste (La Banda),La Banda,3.0,2.0,8.0,LEG0112,25988099,Romero,María,1981-08-30,44.0,Oficial Principal,2022-09-27,3.0,Activo,3855-XXXXXX,,Pistola,Glock,ARM-00112,Operativa,,2024-07-15,
113,2025-06-22,Departamental Nº 5 Zona Este (La Banda),La Banda,9.0,0.0,4.0,LEG0113,24327308,Gómez,María,2000-05-19,25.0,Agente,2016-06-10,9.0,Activo,3855-XXXXXX,,Pistola,Bersa,ARM-00113,Operativa,Desgaste en cañón,2024-06-04,
114,2025-10-04,Departamental Nº 12 Quimilí,Quimilí,5.0,2.0,4.0,LEG0114,35523665,Sánchez,María,1988-07-27,37.0,Sargento Primero,2020-07-02,5.0,Activo,,En licencia médica,Pistola,Remington,ARM-00114,Fuera de servicio,Requiere revisión anual,2024-09-29,2026-06-07
115,2025-08-22,Departamental Nº 11 Monte Quemado,Monte Quemado,6.0,2.0,4.0,LEG0115,27465106,Romero,Laura,1993-08-24,32.0,Oficial Sub-Inspector,2012-06-01,13.0,Activo,3854-XXXXXX,Próximo a retiro,Pistola,IWI,ARM-00115,Operativa,,2025-04-13,
116,2025-04-16,Departamental Nº 9 Loreto,Loreto,8.0,3.0,8.0,LEG0116,26699744,Sánchez,Carlos,1987-12-02,37.0,Cabo,2023-08-17,2.0,Activo,,,Pistola,Remington,ARM-00116,Fuera de servicio,,2024-09-10,
117,2025-05-07,Departamental Nº 3 Zona Sur (Capital),Capital,5.0,0.0,9.0,LEG0117,44195090,Gómez,Sofía,1975-01-08,50.0,Comisario Mayor,2018-11-09,7.0,Activo,3854-XXXXXX,En licencia médica,Escopeta,Bersa,ARM-00117,Operativa,,2025-01-31,
118,2025-03-07,Departamental Nº 8 Fernández,Fernández,7.0,1.0,6.0,LEG0118,26971138,Gómez,Carlos,1993-11-12,31.0,Sargento,2020-01-04,6.0,Activo,,En licencia médica,Escopeta,Remington,ARM-00118,Operativa,,2024-08-28,
119,2025-10-12,Departamental Nº 8 Fernández,Fernández,5.0,2.0,7.0,LEG0119,30390284,Rodríguez,Carlos,1965-12-23,59.0,Cabo,2011-03-13,15.0,Activo,3854-XXXXXX,En licencia médica,Escopeta,Glock,ARM-00119,Operativa,Desgaste en cañón,2024-10-11,
120,2025-09-01,Departamental Nº 4 Zona Oeste (La Banda),La Banda,5.0,1.0,4.0,LEG0120,39361398,Gómez,Ana,1992-09-04,33.0,Oficial Sub-Inspector,2012-11-01,13.0,Activo,,Próximo a retiro,Pistola,Glock,ARM-00120,En mantenimiento,,2025-06-15,
121,2025-07-21,Departamental Nº 6 Las Termas,Las Termas,3.0,0.0,9.0,LEG0121,23689024,López,Pedro,1976-06-03,49.0,Oficial Sub-Inspector,2022-12-12,3.0,Activo,3854-XXXXXX,En licencia médica,Fusil,Remington,ARM-00121,Fuera de servicio,Requiere revisión anual,2024-08-19,
122,2025-04-22,Departamental Nº 7 Frías,Frías,4.0,0.0,5.0,LEG0122,41483031,Pérez,Laura,1992-07-24,33.0,Sargento Principal,2012-07-17,13.0,Activo,,Próximo a retiro,Pistola,Bersa,ARM-00122,Operativa,,2024-08-25,
123,2025-09-27,Departamental Nº 16 Los Flores (Capital),Capital,4.0,0.0,9.0,LEG0123,28020364,Fernández,Ana,1992-04-06,33.0,Agente,2017-08-20,8.0,Activo,3855-XXXXXX,,Escopeta,Glock,ARM-00123,Operativa,,2025-05-21,
124,2025-02-04,Departamental Nº 4 Zona Oeste (La Banda),La Banda,7.0,1.0,9.0,LEG0124,22338377,Rodríguez,María,1995-09-10,30.0,Cabo,2015-10-02,10.0,Activo,3854-XXXXXX,,Pistola,Bersa,ARM-00124,Fuera de servicio,Desgaste en cañón,2024-07-27,
125,2025-10-01,Departamental Nº 13 Añatuya,Añatuya,9.0,0.0,9.0,LEG0125,28277983,Rodríguez,Pedro,1971-06-27,54.0,Oficial Ayudante,2019-06-25,6.0,Activo,,,Escopeta,Bersa,ARM-00125,Fuera de servicio,Requiere revisión anual,2025-08-21,2027-06-06
126,2024-12-22,Departamental Nº 9 Loreto,Loreto,5.0,2.0,9.0,LEG0126,42578254,Martínez,Lucía,1976-07-31,49.0,Sargento Primero,2018-12-21,7.0,Inactivo,,,Pistola,IWI,ARM-00126,Operativa,,2024-01-16,
127,2025-03-06,Departamental Nº 1 Zona Norte (Capital),Capital,2.0,1.0,3.0,LEG0127,20734275,Pérez,Juan,1994-05-05,31.0,Oficial Principal,2019-05-25,6.0,Activo,3854-XXXXXX,Próximo a retiro,Escopeta,Glock,ARM-00127,Operativa,,2024-12-10,
128,2025-10-20,Departamental Nº 4 Zona Oeste (La Banda),La Banda,5.0,1.0,5.0,LEG0128,29783893,Gómez,Lucía,2000-01-11,25.0,Agente,2019-12-25,6.0,Activo,3855-XXXXXX,,Pistola,IWI,ARM-00128,Operativa,,2025-09-15,
129,2025-02-27,Departamental Nº 11 Monte Quemado,Monte Quemado,10.0,1.0,3.0,LEG0129,42143861,Gómez,Lucía,1981-12-29,43.0,Agente,2012-05-19,13.0,Activo,,En licencia médica,Fusil,Bersa,ARM-00129,Fuera de servicio,,2024-09-26,
130,2025-02-20,Departamental Nº 8 Fernández,Fernández,5.0,0.0,8.0,LEG0130,26450219,Díaz,José,1983-08-04,42.0,Agente,2010-03-27,16.0,Activo,3854-XXXXXX,En licencia médica,Pistola,Glock,ARM-00130,Operativa,,2024-08-04,
131,2025-07-26,Departamental Nº 6 Las Termas,Las Termas,2.0,1.0,4.0,LEG0131,43487130,Gómez,Carlos,1996-02-27,29.0,Sargento,2019-02-01,7.0,Activo,3855-XXXXXX,,Escopeta,IWI,ARM-00131,Operativa,,2024-08-08,
132,2025-07-26,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,6.0,0.0,4.0,LEG0132,29031370,Díaz,Pedro,1982-02-12,43.0,Agente,2022-01-28,4.0,Inactivo,,,Pistola,IWI,ARM-00132,Operativa,,2024-11-02,
133,2025-07-18,Departamental Nº 12 Quimilí,Quimilí,9.0,0.0,8.0,LEG0133,26698541,Díaz,Laura,1986-07-15,39.0,Cabo,2011-09-07,14.0,Inactivo,,,Escopeta,Bersa,ARM-00133,En mantenimiento,,2024-06-17,
134,2025-10-01,Departamental Nº 8 Fernández,Fernández,5.0,0.0,5.0,LEG0134,38589321,Sánchez,Luis,1998-11-09,26.0,Agente,2020-09-01,5.0,Activo,3855-XXXXXX,Próximo a retiro,Escopeta,Remington,ARM-00134,En mantenimiento,,2025-03-07,2025-07-22
135,2024-11-16,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,5.0,2.0,6.0,LEG0135,38246135,García,José,1969-09-30,56.0,Sargento,2019-11-09,6.0,Activo,3855-XXXXXX,En licencia médica,Pistola,Glock,ARM-00135,En mantenimiento,,2024-01-05,
136,2025-06-08,Departamental Nº 16 Los Flores (Capital),Capital,3.0,1.0,5.0,LEG0136,43041214,Díaz,Carlos,1968-07-29,57.0,Cabo,2017-09-01,8.0,Inactivo,,,Pistola,Bersa,ARM-00136,Operativa,,2024-08-12,
137,2025-05-11,Departamental Nº 13 Añatuya,Añatuya,5.0,3.0,3.0,LEG0137,22122827,Martínez,Juan,1988-09-01,37.0,Cabo,2011-07-15,14.0,Activo,3854-XXXXXX,,Pistola,Glock,ARM-00137,En mantenimiento,,2024-05-08,
138,2025-05-16,Departamental Nº 13 Añatuya,Añatuya,5.0,1.0,5.0,LEG0138,25604327,López,Carlos,1977-12-05,47.0,Cabo Primero,2011-01-25,15.0,Activo,3854-XXXXXX,,Escopeta,Glock,ARM-00138,En mantenimiento,Requiere revisión anual,2024-11-20,
139,2024-12-16,Departamental Nº 5 Zona Este (La Banda),La Banda,6.0,0.0,1.0,LEG0139,36869252,Pérez,María,1993-06-29,32.0,Cabo,2016-07-06,9.0,Activo,3854-XXXXXX,,Pistola,Remington,ARM-00139,Operativa,,2024-07-22,
140,2025-04-11,Departamental Nº 11 Monte Quemado,Monte Quemado,5.0,0.0,3.0,LEG0140,22871656,Díaz,Sofía,1976-03-03,49.0,Agente,2017-07-24,8.0,Activo,,,Fusil,Bersa,ARM-00140,En mantenimiento,,2025-03-07,
141,2025-03-20,Departamental Nº 1 Zona Norte (Capital),Capital,4.0,0.0,6.0,LEG0141,21011930,García,Laura,1983-06-04,42.0,Cabo,2019-03-21,7.0,Activo,3855-XXXXXX,Próximo a retiro,Escopeta,Glock,ARM-00141,Fuera de servicio,Requiere revisión anual,2024-02-18,
142,2025-01-15,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,5.0,0.0,3.0,LEG0142,29223482,García,Carlos,1979-02-13,46.0,Oficial Inspector,2023-06-18,2.0,Activo,3854-XXXXXX,Próximo a retiro,Pistola,Bersa,ARM-00142,Operativa,,2024-09-10,
143,2025-10-18,Departamental Nº 1 Zona Norte (Capital),Capital,7.0,1.0,6.0,LEG0143,22088062,Díaz,Laura,1970-03-09,55.0,Cabo Primero,2013-09-26,12.0,Activo,3854-XXXXXX,En licencia médica,Escopeta,Glock,ARM-00143,En mantenimiento,,2025-01-14,2025-06-05
144,2025-05-10,Departamental Nº 7 Frías,Frías,3.0,15.0,9.0,LEG0144,20112935,Gómez,Carlos,2000-01-06,25.0,Agente,2023-05-30,2.0,Activo,3854-XXXXXX,,Escopeta,IWI,ARM-00144,En mantenimiento,Requiere revisión anual,2024-06-11,
145,2024-12-10,Departamental Nº 13 Añatuya,Añatuya,7.0,0.0,9.0,LEG0145,40276917,Rodríguez,Pedro,1966-01-29,59.0,Agente,2017-12-22,8.0,Activo,3854-XXXXXX,,Escopeta,Remington,ARM-00145,Operativa,Desgaste en cañón,2024-09-14,
146,2025-07-10,Departamental Nº 5 Zona Este (La Banda),La Banda,7.0,1.0,8.0,LEG0146,28686594,García,Ana,2001-04-07,24.0,Cabo Primero,2012-04-02,14.0,Inactivo,,,Fusil,Glock,ARM-00146,En mantenimiento,,2025-01-29,
147,2024-12-26,Departamental Nº 4 Zona Oeste (La Banda),La Banda,2.0,2.0,8.0,LEG0147,21474620,Romero,Laura,1982-06-05,43.0,Oficial Sub-Inspector,2010-10-04,15.0,Activo,3854-XXXXXX,Próximo a retiro,Pistola,Glock,ARM-00147,Operativa,,2024-10-03,
148,2025-01-03,Departamental Nº 16 Los Flores (Capital),Capital,5.0,2.0,7.0,LEG0148,25032661,Díaz,José,1988-08-19,37.0,Cabo Primero,2018-01-21,8.0,Activo,3855-XXXXXX,Próximo a retiro,Escopeta,Bersa,ARM-00148,En mantenimiento,,2024-10-21,2026-10-06
149,2025-07-23,Departamental Nº 6 Las Termas,Las Termas,5.0,1.0,3.0,LEG0149,24109545,Martínez,Luis,1969-05-30,56.0,Agente,2014-10-03,11.0,Activo,3854-XXXXXX,En licencia médica,Pistola,IWI,ARM-00149,En mantenimiento,,2025-01-23,
150,2025-10-06,Departamental Nº 3 Zona Sur (Capital),Capital,7.0,0.0,1.0,LEG0150,36634711,Romero,Juan,1976-01-16,49.0,Agente,2017-05-11,8.0,Activo,,En licencia médica,Fusil,Bersa,ARM-00150,Operativa,,2025-08-31,
151,2025-05-07,Departamental Nº 9 Loreto,Loreto,9.0,2.0,9.0,LEG0151,36126290,López,Ana,1998-04-09,27.0,Cabo Primero,2019-07-17,6.0,Activo,3855-XXXXXX,,Pistola,Remington,ARM-00151,Operativa,,2025-03-09,
152,2025-06-11,Departamental Nº 6 Las Termas,Las Termas,8.0,0.0,3.0,LEG0152,42959935,Sánchez,Luis,1986-11-01,39.0,Cabo,2010-07-25,15.0,Activo,3855-XXXXXX,,Pistola,Glock,ARM-00152,Operativa,,2025-01-26,
153,2024-11-11,Departamental Nº 15 Ojo de Agua,Ojo de Agua,7.0,2.0,4.0,LEG0153,20282140,Martínez,Pedro,1987-11-14,37.0,Cabo,2010-02-13,16.0,Activo,3854-XXXXXX,,Pistola,Glock,ARM-00153,En mantenimiento,,2024-03-12,
154,2025-02-22,Departamental Nº 6 Las Termas,Las Termas,6.0,1.0,2.0,LEG0154,35315338,Pérez,Lucía,1975-03-30,50.0,Sargento Principal,2011-10-12,14.0,Activo,3854-XXXXXX,En licencia médica,Pistola,Glock,ARM-00154,Operativa,Requiere revisión anual,2024-08-31,
155,2025-04-13,Departamental Nº 6 Las Termas,Las Termas,6.0,2.0,7.0,LEG0155,22514399,Martínez,Luis,1990-04-10,35.0,Agente,2016-09-01,9.0,Activo,,Próximo a retiro,Pistola,IWI,ARM-00155,Operativa,,2024-08-23,
156,2025-07-21,Departamental Nº 3 Zona Sur (Capital),Capital,8.0,1.0,2.0,LEG0156,20917472,García,María,2003-02-09,22.0,Agente,2016-07-06,9.0,Inactivo,,,Escopeta,IWI,ARM-00156,Fuera de servicio,Requiere revisión anual,2024-09-08,
157,2024-11-08,Departamental Nº 15 Ojo de Agua,Ojo de Agua,6.0,0.0,5.0,LEG0157,26548894,Sánchez,Ana,1970-08-14,55.0,Sargento Principal,2010-06-15,15.0,Activo,3855-XXXXXX,En licencia médica,Pistola,Remington,ARM-00157,Operativa,,2024-01-28,
158,2025-06-09,Departamental Nº 3 Zona Sur (Capital),Capital,8.0,2.0,7.0,LEG0158,22999610,Rodríguez,Carlos,1977-04-23,48.0,Cabo Primero,2018-12-07,7.0,Activo,3854-XXXXXX,,Pistola,IWI,ARM-00158,Fuera de servicio,,2024-11-22,
159,2025-05-23,Departamental Nº 7 Frías,Frías,,1.0,9.0,LEG0159,33433919,Martínez,Laura,1994-11-28,30.0,Cabo Primero,2023-06-30,2.0,Activo,3854-XXXXXX,,Escopeta,Glock,ARM-00159,Operativa,,2024-08-25,
160,2025-07-05,Departamental Nº 1 Zona Norte (Capital),Capital,8.0,1.0,6.0,LEG0160,24975467,Sánchez,María,2003-01-12,22.0,Sargento Principal,2014-05-30,11.0,Activo,3854-XXXXXX,,Escopeta,Remington,ARM-00160,Operativa,,2024-11-09,
161,2025-10-18,Departamental Nº 16 Los Flores (Capital),Capital,7.0,2.0,7.0,LEG0161,30625908,Fernández,Luis,1997-04-08,28.0,Cabo Primero,2017-04-08,9.0,Activo,,Próximo a retiro,Pistola,IWI,ARM-00161,En mantenimiento,Requiere revisión anual,2024-11-25,
162,2024-10-26,Departamental Nº 10 Nueva Esperanza,Nueva Esperanza,3.0,0.0,5.0,LEG0162,41717575,Sánchez,Sofía,1985-01-15,40.0,Agente,2015-08-03,10.0,Activo,,,Pistola,Remington,ARM-00162,Operativa,,2024-08-02,
163,2025-09-19,Departamental Nº 5 Zona Este (La Banda),La Banda,5.0,0.0,7.0,LEG0163,38622916,García,Lucía,1994-01-04,31.0,Sargento,2015-11-14,10.0,Activo,3855-XXXXXX,Próximo a retiro,Pistola,IWI,ARM-00163,Fuera de servicio,,2025-05-01,2026-07-17
164,2024-12-16,Departamental Nº 7 Frías,Frías,4.0,1.0,8.0,LEG0164,25826038,Martínez,Juan,1988-07-20,37.0,Oficial Ayudante,2013-07-18,12.0,Inactivo,,,Escopeta,Remington,ARM-00164,Operativa,,2024-08-27,
165,2024-12-02,Departamental Nº 9 Loreto,Loreto,5.0,0.0,1.0,LEG0165,30387725,García,Laura,1968-08-23,57.0,Sub-Comisario,2015-02-25,11.0,Inactivo,,,Escopeta,Bersa,ARM-00165,Operativa,,2024-04-30,
166,2025-06-16,Departamental Nº 13 Añatuya,Añatuya,7.0,2.0,1.0,LEG0166,33950653,Fernández,Pedro,1973-11-23,51.0,Agente,2020-09-13,5.0,Activo,,,Escopeta,Bersa,ARM-00166,En mantenimiento,,2025-02-23,2026-07-13
167,2025-01-22,Departamental Nº 4 Zona Oeste (La Banda),La Banda,4.0,1.0,2.0,LEG0167,22433351,Sánchez,Lucía,1978-07-20,47.0,Oficial Ayudante,2020-04-15,6.0,Activo,,,Pistola,Glock,ARM-00167,En mantenimiento,Requiere revisión anual,2024-07-21,
168,2025-01-12,Departamental Nº 7 Frías,Frías,6.0,1.0,3.0,LEG0168,20494955,Rodríguez,Luis,1990-04-16,35.0,Sargento Ayudante,2017-07-24,8.0,Activo,,Próximo a retiro,Pistola,IWI,ARM-00168,En mantenimiento,Desgaste en cañón,2024-07-30,
169,2025-02-02,Departamental Nº 16 Los Flores (Capital),Capital,2.0,1.0,8.0,LEG0169,25994602,Sánchez,Lucía,1978-04-30,47.0,Cabo Primero,2013-09-06,12.0,Activo,3855-XXXXXX,En licencia médica,Escopeta,Bersa,ARM-00169,En mantenimiento,Desgaste en cañón,2024-04-06,2025-12-02
170,2024-11-17,Departamental Nº 2 Zona Centro (Capital),Capital,4.0,1.0,8.0,LEG0170,36344126,Sánchez,Carlos,1984-07-12,41.0,Sargento Ayudante,2014-01-13,12.0,Activo,3854-XXXXXX,En licencia médica,Escopeta,IWI,ARM-00170,Operativa,,2024-04-18,
171,2025-08-18,Departamental Nº 6 Las Termas,Las Termas,3.0,1.0,9.0,LEG0171,44626669,López,Lucía,1969-03-06,56.0,Cabo,2017-07-10,8.0,Activo,3855-XXXXXX,Próximo a retiro,Pistola,Remington,ARM-00171,Operativa,Desgaste en cañón,2024-12-22,
172,2025-06-10,Departamental Nº 15 Ojo de Agua,Ojo de Agua,4.0,1.0,8.0,LEG0172,36613311,Sánchez,Lucía,1996-01-24,29.0,Agente,2012-07-04,13.0,Activo,3855-XXXXXX,,Pistola,Bersa,ARM-00172,Operativa,,2024-08-02,
173,2025-05-03,Departamental Nº 2 Zona Centro (Capital),Capital,5.0,1.0,2.0,LEG0173,32129712,Fernández,María,1975-06-11,50.0,Agente,2023-07-19,2.0,Activo,3854-XXXXXX,,Pistola,IWI,ARM-00173,Operativa,,2024-11-12,
174,2025-08-16,Departamental Nº 1 Zona Norte (Capital),Capital,2.0,1.0,5.0,LEG0174,23352214,López,Sofía,1977-03-24,48.0,Cabo Primero,2017-08-05,8.0,Activo,,Próximo a retiro,Pistola,Bersa,ARM-00174,Operativa,,2024-12-27,
175,2025-08-30,Departamental Nº 11 Monte Quemado,Monte Quemado,4.0,0.0,7.0,LEG0175,23503548,García,Lucía,1979-04-15,46.0,Oficial Ayudante,2012-06-09,13.0,Activo,3854-XXXXXX,,Pistola,Remington,ARM-00175,Operativa,,2025-01-29,
176,2025-01-20,Departamental Nº 8 Fernández,Fernández,6.0,2.0,8.0,LEG0176,44720208,García,Carlos,1988-10-17,37.0,Agente,2015-07-31,10.0,Activo,,En licencia médica,Escopeta,IWI,ARM-00176,Operativa,Requiere revisión anual,2024-02-16,
177,2025-08-26,Departamental Nº 6 Las Termas,Las Termas,5.0,0.0,2.0,LEG0177,24777421,Martínez,Luis,1987-02-04,,Sargento,2022-08-27,3.0,Activo,3855-XXXXXX,Próximo a retiro,Pistola,IWI,ARM-00177,Operativa,,2024-08-25,
178,2025-09-11,Departamental Nº 8 Fernández,Fernández,8.0,0.0,4.0,LEG0178,24290447,Fernández,Lucía,1965-05-06,60.0,Agente,2023-03-21,3.0,Inactivo,,,Fusil,IWI,ARM-00178,Fuera de servicio,,2024-12-10,
179,2025-02-03,Departamental Nº 7 Frías,Frías,11.0,2.0,6.0,LEG0179,22050053,Romero,Ana,2001-07-30,24.0,Agente,2018-02-14,8.0,Activo,,,Pistola,IWI,ARM-00179,Operativa,,2024-06-17,
180,2025-06-08,Departamental Nº 11 Monte Quemado,Monte Quemado,10.0,3.0,3.0,LEG0180,33984342,Pérez,Ana,1995-12-21,29.0,Agente,2015-10-25,10.0,Inactivo,,,Pistola,Remington,ARM-00180,Operativa,,2025-02-16,
181,2025-01-17,Departamental Nº 12 Quimilí,Quimilí,6.0,2.0,9.0,LEG0181,22659786,Rodríguez,José,1990-11-13,34.0,Oficial Principal,2010-04-26,16.0,Activo,,Próximo a retiro,Pistola,Glock,ARM-00181,Operativa,,2024-10-16,
182,2025-02-26,Departamental Nº 3 Zona Sur (Capital),Capital,2.0,0.0,4.0,LEG0182,37686426,Sánchez,Luis,1966-03-08,59.0,Agente,2023-06-24,2.0,Activo,3855-XXXXXX,Próximo a retiro,Pistola,IWI,ARM-00182,Operativa,,2025-01-16,
183,2025-01-06,Departamental Nº 5 Zona Este (La Banda),La Banda,2.0,0.0,5.0,LEG0183,38978796,Fernández,José,1975-06-09,50.0,Suboficial Mayor,2012-08-27,13.0,Activo,3855-XXXXXX,,Escopeta,IWI,ARM-00183,Fuera de servicio,,2024-03-08,2024-07-06
184,2025-05-30,Departamental Nº 9 Loreto,Loreto,4.0,0.0,3.0,LEG0184,23777341,García,Laura,1982-10-02,43.0,Oficial Inspector,2019-07-31,6.0,Inactivo,,,Escopeta,Remington,ARM-00184,Operativa,,2025-03-24,
185,2025-09-05,Departamental Nº 2 Zona Centro (Capital),Capital,3.0,0.0,2.0,LEG0185,39838558,Martínez,Laura,1992-01-09,33.0,Sub-Comisario,2022-11-27,3.0,Activo,3855-XXXXXX,,Pistola,Bersa,ARM-00185,En mantenimiento,Requiere revisión anual,2024-08-31,
186,2025-06-09,Departamental Nº 2 Zona Centro (Capital),Capital,4.0,1.0,8.0,LEG0186,26999366,Romero,Ana,2003-11-24,21.0,Agente,2015-08-14,10.0,Activo,3855-XXXXXX,Próximo a retiro,Escopeta,IWI,ARM-00186,Operativa,Desgaste en cañón,2024-06-24,
187,2025-02-07,Departamental Nº 12 Quimilí,Quimilí,2.0,2.0,3.0,LEG0187,22112368,García,Ana,1993-04-21,32.0,Oficial Ayudante,2016-12-12,9.0,Activo,3854-XXXXXX,,Pistola,Remington,ARM-00187,Fuera de servicio,,2024-10-17,2025-04-30
188,2024-11-26,Departamental Nº 8 Fernández,Fernández,3.0,1.0,4.0,LEG0188,43111841,Romero,Pedro,1978-09-26,47.0,Oficial Principal,2022-02-18,4.0,Activo,3854-XXXXXX,,Pistola,Remington,ARM-00188,En mantenimiento,Requiere revisión anual,2024-10-18,2026-12-14
189,2025-06-23,Departamental Nº 4 Zona Oeste (La Banda),La Banda,4.0,2.0,4.0,LEG0189,36919373,Rodríguez,Ana,1966-02-02,59.0,Agente,2018-02-12,8.0,Activo,3854-XXXXXX,Próximo a retiro,Fusil,Glock,ARM-00189,Operativa,,2024-12-26,
190,2024-11-03,Departamental Nº 8 Fernández,Fernández,5.0,0.0,5.0,LEG0190,31917042,Martínez,María,2001-06-04,24.0,Sargento Principal,2018-09-11,7.0,Inactivo,,,Pistola,Remington,ARM-00190,Fuera de servicio,,2023-11-23,
191,2025-09-11,Departamental Nº 2 Zona Centro (Capital),Capital,6.0,0.0,3.0,LEG0191,36232332,Fernández,Carlos,1982-01-21,43.0,Oficial Inspector,2012-07-24,13.0,Activo,3855-XXXXXX,,Escopeta,Remington,ARM-00191,Operativa,,2025-05-10,
192,2025-02-20,Departamental Nº 1 Zona Norte (Capital),Capital,2.0,3.0,8.0,LEG0192,34522978,Fernández,Carlos,1994-09-09,31.0,Oficial Ayudante,2017-01-19,9.0,Activo,3855-XXXXXX,,Escopeta,Remington,ARM-00192,Operativa,,2024-02-20,
193,2025-05-17,Departamental Nº 3 Zona Sur (Capital),Capital,6.0,3.0,9.0,LEG0193,24008146,Sánchez,Laura,1983-09-14,42.0,Sargento,2015-11-29,10.0,Activo,3855-XXXXXX,,Pistola,IWI,ARM-00193,En mantenimiento,Requiere revisión anual,2024-06-23,2025-02-14
194,2025-01-30,Departamental Nº 15 Ojo de Agua,Ojo de Agua,4.0,1.0,6.0,LEG0194,41497274,Fernández,María,1967-04-03,58.0,Oficial Inspector,2022-02-10,4.0,Activo,3855-XXXXXX,,Escopeta,Remington,ARM-00194,Operativa,,2024-02-12,
